views,mature,life_time,created_at,updated_at,numeric_id,dead_account,language,affiliate
2291,0,175,2018-04-20,2018-10-12,77998,0,EN,1
650,0,153,2018-05-06,2018-10-06,78968,0,EN,1
17945,0,167,2018-04-28,2018-10-12,81186,0,EN,1
160,1,185,2018-04-08,2018-10-10,81720,0,EN,0
2179,0,175,2018-04-20,2018-10-12,84138,0,EN,1
4435,1,164,2018-04-06,2018-09-17,85898,0,EN,1
38916,1,194,2018-04-01,2018-10-12,87991,0,EN,1
1559,0,185,2018-04-10,2018-10-12,89586,0,EN,1
564,0,121,2018-04-15,2018-08-14,90186,0,EN,1
32941,0,150,2018-04-23,2018-09-20,93854,0,EN,1
2292,0,165,2018-04-10,2018-09-22,96119,0,EN,1
6,0,98,2018-05-02,2018-08-08,96695,0,EN,0
488,1,188,2018-04-01,2018-10-06,98052,0,EN,0
3311,1,181,2018-04-14,2018-10-12,98540,0,EN,1
334,0,153,2018-05-01,2018-10-01,98741,0,EN,0
2310,0,186,2018-04-09,2018-10-12,101846,0,EN,1
4249,1,187,2018-04-02,2018-10-06,103570,0,EN,1
13279,1,179,2018-04-16,2018-10-12,106213,0,EN,1
5163,0,182,2018-04-12,2018-10-11,111971,0,EN,1
4391,0,194,2018-04-01,2018-10-12,113908,0,PT,1
17174,1,175,2018-04-20,2018-10-12,115219,0,EN,1
76,0,148,2018-05-03,2018-09-28,117703,0,EN,0
376,0,188,2018-04-07,2018-10-12,119539,0,EN,0
2412,0,169,2018-04-20,2018-10-06,121193,0,EN,1
5223,1,181,2018-04-12,2018-10-10,121539,0,EN,1
35732,1,158,2018-05-07,2018-10-12,123641,0,EN,0
1277,0,177,2018-04-18,2018-10-12,124646,0,EN,1
2965,1,184,2018-04-10,2018-10-11,126407,0,EN,1
5710,1,162,2018-05-03,2018-10-12,127993,0,EN,1
2887,1,194,2018-04-01,2018-10-12,130329,0,EN,1
5580,0,172,2018-04-23,2018-10-12,132140,0,EN,1
3039,0,158,2018-05-02,2018-10-07,137774,0,EN,1
2095,1,175,2018-04-17,2018-10-09,138527,0,EN,1
1543,1,186,2018-04-06,2018-10-09,140141,0,EN,1
3703,1,181,2018-04-14,2018-10-12,141273,0,EN,1
831,1,149,2018-05-02,2018-09-28,142016,0,EN,0
323,0,175,2018-04-15,2018-10-07,145264,0,EN,0
9448,1,182,2018-04-13,2018-10-12,145500,0,EN,1
2356,0,177,2018-04-17,2018-10-11,148607,0,EN,1
417,1,120,2018-05-03,2018-08-31,154729,0,EN,0
3579,1,178,2018-04-15,2018-10-10,156930,0,EN,1
12389,1,172,2018-04-23,2018-10-12,157152,0,EN,1
1186,0,189,2018-04-02,2018-10-08,158252,0,EN,1
809,0,190,2018-04-04,2018-10-11,158851,0,ES,0
2460,1,180,2018-04-01,2018-09-28,159214,0,EN,1
4283,1,189,2018-04-06,2018-10-12,160273,0,EN,1
586,0,176,2018-04-09,2018-10-02,161366,0,ES,0
7446,0,187,2018-04-08,2018-10-12,162220,0,EN,1
6424,1,190,2018-04-02,2018-10-09,165680,0,EN,1
3,0,74,2018-05-02,2018-07-15,165797,0,EN,0
6086,1,191,2018-04-03,2018-10-11,166175,0,EN,1
1979,1,186,2018-04-04,2018-10-07,166356,0,EN,0
1389,1,153,2018-05-07,2018-10-07,166846,0,EN,1
