views,mature,life_time,created_at,updated_at,numeric_id,dead_account,language,affiliate
5230,1,272,2018-01-13,2018-10-12,14747,0,EN,1
3005,1,199,2018-02-23,2018-09-10,15233,0,EN,1
7187,1,230,2018-02-24,2018-10-12,15320,0,EN,1
2561,1,212,2018-02-25,2018-09-25,15573,0,EN,1
3764,1,224,2018-03-01,2018-10-11,15975,0,EN,1
352,0,176,2018-04-15,2018-10-08,16093,0,EN,1
103,0,194,2018-04-01,2018-10-12,16458,0,EN,0
509,1,233,2018-02-13,2018-10-04,16556,0,EN,1
52505,1,276,2018-01-09,2018-10-12,16637,0,IT,1
1833,0,212,2018-02-20,2018-09-20,16736,0,EN,1
3471,0,271,2018-01-10,2018-10-08,16747,0,EN,1
10008,0,219,2018-03-05,2018-10-10,17324,0,EN,1
1801,1,228,2018-02-25,2018-10-11,17400,0,EN,1
15,0,92,2018-04-07,2018-07-08,17529,1,EN,0
1247,0,136,2018-05-01,2018-09-14,17607,0,PT,0
7011,1,266,2018-01-19,2018-10-12,17615,0,EN,1
652,0,207,2018-02-25,2018-09-20,17650,0,EN,0
1591,0,200,2018-03-26,2018-10-12,17658,0,EN,1
7477,1,174,2018-04-21,2018-10-12,17823,0,EN,1
8032,1,210,2018-03-16,2018-10-12,18047,0,PT,1
834,0,222,2018-03-01,2018-10-09,18058,0,EN,0
1344,1,211,2018-03-12,2018-10-09,18122,0,EN,1
3664,1,274,2018-01-11,2018-10-12,18182,0,EN,1
1262,0,159,2018-05-06,2018-10-12,18296,0,EN,1
982,1,247,2018-02-03,2018-10-08,18385,0,EN,1
17191,1,225,2018-03-01,2018-10-12,18649,0,EN,1
1105,1,222,2018-03-04,2018-10-12,18944,0,DE,1
646,1,167,2018-04-15,2018-09-29,18960,0,EN,1
5218,1,269,2018-01-01,2018-09-27,18993,0,EN,1
2144,1,275,2018-01-10,2018-10-12,19002,0,EN,1
1798,0,267,2018-01-18,2018-10-12,19127,0,EN,1
7846,0,229,2018-02-25,2018-10-12,19155,0,EN,1
2530,1,225,2018-03-01,2018-10-12,19181,0,EN,0
41546,0,282,2018-01-03,2018-10-12,19236,0,OTHER,0
1663,0,197,2018-03-28,2018-10-11,19354,0,ES,0
1772,0,226,2018-02-28,2018-10-12,19360,0,EN,1
1156,1,179,2018-04-07,2018-10-03,19362,0,EN,1
1988,1,180,2018-04-06,2018-10-03,19434,0,EN,1
5413,1,218,2018-03-06,2018-10-10,19886,0,EN,1
4575,0,223,2018-03-03,2018-10-12,20068,0,FR,1
12000,1,212,2018-03-14,2018-10-12,20836,0,EN,1
5878,0,225,2018-03-01,2018-10-12,20837,0,EN,1
813,0,257,2018-01-28,2018-10-12,20916,0,EN,1
2084,1,255,2018-01-28,2018-10-10,21107,0,EN,1
7156,0,250,2018-02-04,2018-10-12,21161,0,EN,1
19385,1,225,2018-03-01,2018-10-12,21443,0,PT,1
56307,1,284,2018-01-01,2018-10-12,21478,0,EN,1
1407,1,191,2018-03-20,2018-09-27,21563,0,EN,1
6580,1,236,2018-02-18,2018-10-12,21777,0,EN,0
60207,1,235,2018-02-19,2018-10-12,22059,0,EN,0
2071,0,255,2018-01-19,2018-10-01,22119,0,EN,1
9578,1,214,2018-03-12,2018-10-12,22138,0,EN,1
2431,0,284,2018-01-01,2018-10-12,22408,0,EN,1
21956,1,277,2018-01-08,2018-10-12,22522,0,EN,1
1195,1,184,2018-04-11,2018-10-12,22597,0,EN,1
1114,1,248,2018-02-06,2018-10-12,22949,0,EN,1
471,1,190,2018-03-29,2018-10-05,23125,0,EN,1
509,0,209,2018-03-09,2018-10-04,23465,0,EN,0
1638,1,168,2018-04-24,2018-10-09,23523,0,EN,1
3688,1,168,2018-04-23,2018-10-08,23571,0,EN,1
2522,1,230,2018-02-24,2018-10-12,23664,0,EN,1
560,0,233,2018-02-17,2018-10-08,23747,0,EN,1
1429,1,251,2018-01-19,2018-09-27,23872,0,EN,1
2649,1,272,2018-01-13,2018-10-12,23980,0,EN,1
544,0,281,2018-01-01,2018-10-09,24166,0,EN,0
629,0,175,2018-04-14,2018-10-06,24197,0,EN,0
10445,1,270,2018-01-14,2018-10-11,24206,0,EN,1
11237,1,262,2018-01-23,2018-10-12,24416,0,EN,1
11784,1,270,2018-01-15,2018-10-12,24491,0,TR,1
5296,0,201,2018-03-25,2018-10-12,24729,0,EN,1
5924,1,176,2018-04-19,2018-10-12,24832,0,EN,1
2556,0,227,2018-02-27,2018-10-12,24938,0,EN,1
492,1,180,2018-04-02,2018-09-29,24984,0,EN,0
1155,0,159,2018-04-30,2018-10-06,25054,0,EN,0
2403,0,205,2018-03-21,2018-10-12,25295,0,EN,1
6874,1,186,2018-04-09,2018-10-12,25434,0,FR,1
6926,0,199,2018-03-26,2018-10-11,25506,0,EN,1
5982,1,273,2018-01-12,2018-10-12,25741,0,EN,1
1869,1,214,2018-03-11,2018-10-11,25752,0,EN,1
13082,1,247,2018-02-06,2018-10-11,25762,0,EN,1
4601,0,184,2018-02-28,2018-08-31,25807,0,IT,1
1274,0,223,2018-03-01,2018-10-10,25837,0,EN,1
12423,0,173,2018-04-22,2018-10-12,25914,0,FR,0
1536,0,241,2018-02-13,2018-10-12,26085,0,EN,1
9453,0,238,2018-02-16,2018-10-12,26219,0,EN,0
6593,0,264,2018-01-11,2018-10-02,26597,0,IT,1
315,1,179,2018-04-06,2018-10-02,26704,0,EN,0
2273,0,276,2018-01-07,2018-10-10,27013,0,EN,1
47,1,94,2018-05-06,2018-08-08,27093,0,EN,0
9655,1,259,2018-01-26,2018-10-12,27307,0,EN,1
1302,1,245,2018-02-09,2018-10-12,27312,0,EN,1
272,1,257,2018-01-27,2018-10-11,27390,0,EN,0
6625,1,216,2018-03-05,2018-10-07,27490,0,EN,1
2273,1,250,2018-02-04,2018-10-12,27982,0,EN,1
1307,0,206,2018-03-19,2018-10-11,28061,0,EN,0
2397,0,256,2018-01-29,2018-10-12,28067,0,EN,1
380,0,243,2018-02-11,2018-10-12,28120,0,EN,0
2772,1,214,2018-03-12,2018-10-12,28197,0,EN,1
1309,0,212,2018-03-04,2018-10-02,28238,0,EN,1
1028,1,214,2018-03-12,2018-10-12,28310,0,EN,1
11388,1,212,2018-03-13,2018-10-11,28370,0,EN,1
24827,1,256,2018-01-26,2018-10-09,28488,0,OTHER,0
6813,1,155,2018-03-20,2018-08-22,29032,0,EN,1
943,0,131,2018-03-08,2018-07-17,29038,0,EN,0
620,1,114,2018-04-14,2018-08-06,29042,0,EN,0
1273,1,175,2018-04-19,2018-10-11,29444,0,EN,1
859,0,217,2018-03-09,2018-10-12,29596,0,EN,1
2534,1,207,2018-03-17,2018-10-10,29748,0,EN,1
313,0,162,2018-03-28,2018-09-06,29937,0,EN,0
12290,1,222,2018-01-21,2018-08-31,29939,0,EN,1
10746,1,122,2018-04-25,2018-08-25,29962,0,EN,1
11032,1,266,2018-01-19,2018-10-12,30266,0,FR,1
25588,1,228,2018-02-26,2018-10-12,30297,0,FR,1
587,0,201,2018-03-22,2018-10-09,30312,0,EN,0
36077,1,207,2018-03-19,2018-10-12,30649,0,EN,1
4787,0,236,2018-02-17,2018-10-11,30687,0,ES,1
15135,0,231,2018-02-21,2018-10-10,30822,0,EN,1
436,1,186,2018-03-14,2018-09-16,30964,0,EN,1
3003,0,202,2018-03-24,2018-10-12,31141,0,EN,1
5276,0,278,2018-01-05,2018-10-10,31587,0,EN,1
4094,1,217,2018-03-07,2018-10-10,31636,0,EN,1
2250,1,183,2018-02-16,2018-08-18,31638,0,EN,1
4587,1,215,2018-03-11,2018-10-12,31744,0,EN,1
2220,0,224,2018-03-01,2018-10-11,31756,0,EN,1
3057,1,221,2018-03-02,2018-10-09,31779,0,EN,1
5587,1,208,2018-03-02,2018-09-26,31979,0,EN,1
1740,0,262,2018-01-23,2018-10-12,32027,0,EN,1
7151,0,203,2018-03-23,2018-10-12,32316,0,DE,1
9545,1,255,2018-01-22,2018-10-04,32734,0,EN,1
1232,1,198,2018-03-23,2018-10-07,33382,0,EN,1
852,0,274,2018-01-10,2018-10-11,33724,0,TH,0
738,0,204,2018-02-03,2018-08-26,33946,0,EN,1
40937,0,202,2018-03-24,2018-10-12,34032,0,ES,0
1826,1,250,2018-02-03,2018-10-11,34034,0,EN,1
523,0,206,2018-03-12,2018-10-04,34115,0,EN,0
736,0,180,2018-04-02,2018-09-29,34483,0,EN,0
3114,1,184,2018-04-11,2018-10-12,34665,0,EN,1
939,1,269,2018-01-16,2018-10-12,34762,0,EN,0
758,1,263,2018-01-20,2018-10-10,34884,0,EN,0
79,0,174,2018-04-12,2018-10-03,35454,0,EN,0
1209,0,273,2018-01-03,2018-10-03,35487,0,EN,1
1193,1,208,2018-03-16,2018-10-10,35627,0,EN,1
1459,1,277,2018-01-05,2018-10-09,35656,0,EN,0
3209,0,204,2018-03-15,2018-10-05,35695,0,EN,1
470,0,251,2018-01-27,2018-10-05,35985,0,PT,0
450,1,262,2018-01-16,2018-10-05,36248,0,EN,1
418,0,128,2018-03-24,2018-07-30,36492,0,EN,0
2755,1,256,2018-01-16,2018-09-29,36738,0,EN,1
9564,0,228,2018-02-26,2018-10-12,36908,0,TH,1
5890,1,273,2018-01-09,2018-10-09,37008,0,EN,1
174,0,278,2018-01-06,2018-10-11,37078,0,EN,0
9677,1,185,2018-04-10,2018-10-12,37096,0,EN,1
2156,0,234,2018-02-20,2018-10-12,37102,0,ES,1
1389,1,225,2018-02-04,2018-09-17,37161,0,EN,1
686,1,228,2018-02-02,2018-09-18,37197,0,EN,1
78,0,139,2018-04-22,2018-09-08,37285,0,EN,0
3845,0,224,2018-03-02,2018-10-12,37372,0,EN,1
3453,0,192,2018-02-22,2018-09-02,37383,0,EN,1
1673,1,192,2018-04-02,2018-10-11,37441,0,EN,1
1075,1,219,2018-02-28,2018-10-05,37575,0,IT,0
2802,1,223,2018-02-25,2018-10-06,37787,0,EN,1
1503,1,221,2018-02-20,2018-09-29,37793,0,EN,1
9037,1,261,2018-01-24,2018-10-12,38336,0,DE,1
4872,1,210,2018-03-14,2018-10-10,38472,0,EN,1
1614,0,221,2018-02-24,2018-10-03,38594,0,EN,1
1779,1,271,2018-01-13,2018-10-11,38619,0,EN,1
1522,0,205,2018-03-13,2018-10-04,38965,0,ES,1
1252,1,203,2018-02-20,2018-09-11,39036,0,DE,1
4323,1,251,2018-02-03,2018-10-12,39171,0,EN,1
4406,1,275,2018-01-06,2018-10-08,39195,0,EN,1
1864,0,257,2018-01-27,2018-10-11,39330,0,EN,0
519,0,238,2018-01-08,2018-09-03,39373,0,EN,0
360,0,191,2018-03-18,2018-09-25,39413,0,EN,0
6855,1,231,2018-02-09,2018-09-28,39538,0,EN,1
6225,0,260,2018-01-23,2018-10-10,39556,0,EN,1
1833,1,218,2018-03-08,2018-10-12,39825,0,FR,0
104,0,255,2018-01-27,2018-10-09,39855,0,EN,0
10749,1,230,2018-02-24,2018-10-12,39905,0,EN,1
1123,0,106,2018-04-17,2018-08-01,39968,0,EN,0
940,0,249,2018-02-01,2018-10-08,39989,0,EN,1
17090,1,258,2018-01-27,2018-10-12,40013,0,ES,1
546,1,253,2018-01-30,2018-10-10,40262,0,ES,0
4539,1,217,2018-03-07,2018-10-10,40331,0,EN,1
100966,0,279,2018-01-06,2018-10-12,40379,0,TH,0
22671,0,253,2018-02-01,2018-10-12,40437,0,EN,0
2371,0,228,2018-02-25,2018-10-11,40611,0,EN,1
14,0,208,2018-01-27,2018-08-23,41036,0,EN,0
1277,1,259,2018-01-26,2018-10-12,41169,0,EN,1
10921,0,269,2018-01-13,2018-10-09,41213,0,EN,1
2431,0,280,2018-01-05,2018-10-12,41288,0,EN,0
2378,1,274,2018-01-11,2018-10-12,41351,0,EN,1
5784,1,231,2018-02-23,2018-10-12,41441,0,EN,1
1178,0,244,2018-02-05,2018-10-07,41520,0,EN,0
1428,0,253,2018-01-28,2018-10-08,41662,0,EN,1
1245,1,207,2018-03-17,2018-10-10,41713,0,EN,0
50183,0,163,2018-05-02,2018-10-12,42059,0,EN,0
136,0,196,2018-03-14,2018-09-26,42127,0,FR,0
4787,0,268,2018-01-17,2018-10-12,42180,0,EN,1
530,0,274,2018-01-05,2018-10-06,42220,0,EN,1
1757,1,225,2018-03-01,2018-10-12,42246,0,EN,1
132,0,180,2018-02-27,2018-08-26,42254,0,EN,0
15606,1,243,2018-02-11,2018-10-12,42429,0,EN,1
4682,1,260,2018-01-23,2018-10-10,42492,0,EN,1
1262,0,210,2018-03-15,2018-10-11,42618,0,EN,1
1725,1,182,2018-03-31,2018-09-29,43001,0,EN,1
18684,1,257,2018-01-28,2018-10-12,43075,0,EN,1
4495,0,195,2018-03-29,2018-10-10,43111,0,EN,1
405,0,203,2018-03-04,2018-09-23,43148,0,EN,0
447,0,205,2018-02-19,2018-09-12,43360,0,IT,0
8242,1,230,2018-02-24,2018-10-12,43469,0,EN,1
3368,1,241,2018-02-07,2018-10-06,43521,0,EN,1
9449,1,281,2018-01-04,2018-10-12,43670,0,EN,1
3909,1,230,2018-02-24,2018-10-12,43932,0,EN,1
895,1,254,2018-01-28,2018-10-09,44069,0,EN,0
1112,1,173,2018-04-14,2018-10-04,44194,0,EN,1
1796,0,240,2018-01-05,2018-09-02,44352,0,EN,1
1620,1,264,2018-01-19,2018-10-10,44438,0,ES,1
300,0,240,2018-02-14,2018-10-12,44733,0,EN,1
609,1,219,2018-02-15,2018-09-22,44760,0,EN,1
9609,1,270,2018-01-15,2018-10-12,44813,0,EN,1
879,1,224,2018-03-02,2018-10-12,44917,0,EN,1
19292,1,275,2018-01-10,2018-10-12,45138,0,EN,1
29510,1,238,2018-02-16,2018-10-12,45219,0,ES,1
869,1,272,2018-01-03,2018-10-02,45228,0,EN,1
2541,0,200,2018-03-20,2018-10-06,45241,0,EN,1
5877,1,275,2018-01-09,2018-10-11,45369,0,EN,1
7501,0,212,2018-03-14,2018-10-12,45721,0,FR,1
3213,1,276,2018-01-08,2018-10-11,45762,0,EN,1
475,0,159,2018-02-19,2018-07-28,45816,0,EN,0
2029,0,190,2018-03-26,2018-10-02,45879,0,EN,1
376,1,185,2018-04-10,2018-10-12,46309,0,EN,0
544,1,232,2018-02-17,2018-10-07,46368,0,EN,1
1880,0,241,2018-02-07,2018-10-06,46376,0,EN,1
2965,1,182,2018-04-12,2018-10-11,46388,0,EN,1
1572,0,204,2018-03-22,2018-10-12,46453,0,EN,1
1275,0,251,2018-01-30,2018-10-08,46498,0,EN,0
717,1,232,2018-02-21,2018-10-11,46587,0,EN,1
856,1,227,2018-02-26,2018-10-11,46802,0,EN,0
13277,1,251,2018-01-31,2018-10-09,46980,0,PT,0
466,1,246,2018-02-02,2018-10-06,47015,0,EN,0
308,0,272,2018-01-12,2018-10-11,47054,0,EN,0
5602,1,214,2018-03-12,2018-10-12,47065,0,EN,1
4870,0,281,2018-01-04,2018-10-12,47171,0,EN,1
11838,0,277,2018-01-08,2018-10-12,47365,0,KO,1
5065,1,183,2018-04-12,2018-10-12,47395,0,EN,1
5817,0,188,2018-04-07,2018-10-12,47416,0,EN,1
1535,1,203,2018-03-11,2018-09-30,47523,0,EN,1
289,0,207,2018-02-26,2018-09-21,47539,0,EN,0
470,1,222,2018-02-28,2018-10-08,47623,0,EN,0
3624,1,246,2018-01-17,2018-09-20,47744,0,EN,1
1913,0,189,2018-04-02,2018-10-08,47918,0,EN,1
2252,0,280,2018-01-04,2018-10-11,48082,0,KO,1
1642,0,226,2018-02-26,2018-10-10,48219,0,FR,0
7178,0,256,2018-01-29,2018-10-12,48373,0,ES,1
55976,0,269,2018-01-16,2018-10-12,48566,0,EN,1
127,0,180,2018-03-29,2018-09-25,48636,0,EN,0
2053,0,238,2018-02-01,2018-09-27,48785,0,EN,1
235,0,190,2018-03-22,2018-09-28,48977,0,EN,0
3454,0,260,2018-01-24,2018-10-11,49204,0,EN,1
512,1,184,2018-02-26,2018-08-29,49442,0,EN,0
3469,0,261,2018-01-24,2018-10-12,49555,0,EN,1
5012,0,263,2018-01-22,2018-10-12,49739,0,EN,1
2052,0,271,2018-01-01,2018-09-29,49758,0,EN,0
5386,0,193,2018-04-02,2018-10-12,49884,0,PT,1
1206,1,186,2018-04-09,2018-10-12,49917,0,EN,1
2710,1,210,2018-03-09,2018-10-05,49940,0,EN,1
4219,1,268,2018-01-14,2018-10-09,50055,0,FR,1
6914,0,252,2018-02-02,2018-10-12,50207,0,EN,1
95,1,255,2018-01-17,2018-09-29,50259,0,EN,0
3710,1,219,2018-03-06,2018-10-11,50280,0,EN,1
6329,1,234,2018-02-17,2018-10-09,50585,0,FR,1
2620,0,264,2018-01-20,2018-10-11,50857,0,EN,1
2283,1,250,2018-02-04,2018-10-12,51363,0,EN,1
735,0,148,2018-04-11,2018-09-06,51458,0,EN,0
7228,0,239,2018-02-15,2018-10-12,51615,0,EN,1
509,0,211,2018-03-14,2018-10-11,51880,0,ES,0
363,0,151,2018-04-11,2018-09-09,51915,0,EN,1
2093,0,219,2018-03-06,2018-10-11,52079,0,EN,1
1619,1,261,2018-01-24,2018-10-12,52104,0,ES,1
4892,1,252,2018-02-01,2018-10-11,52116,0,EN,1
922,0,246,2018-02-08,2018-10-12,52134,0,ES,1
10314,1,207,2018-03-16,2018-10-09,52241,0,EN,1
759,0,188,2018-03-17,2018-09-21,52279,0,EN,1
10187,0,277,2018-01-08,2018-10-12,52506,0,EN,1
804,1,236,2018-02-06,2018-09-30,52601,0,EN,1
45180,1,190,2018-04-03,2018-10-10,52673,0,EN,1
7122,1,177,2018-04-15,2018-10-09,52682,0,EN,1
9647,1,180,2018-04-15,2018-10-12,52807,0,EN,1
8906,1,241,2018-02-13,2018-10-12,52862,0,EN,1
1141,0,169,2018-04-20,2018-10-06,53013,0,EN,1
2711,0,261,2018-01-19,2018-10-07,53091,0,ES,1
3797,0,166,2018-04-29,2018-10-12,53271,0,ES,1
455,0,214,2018-03-08,2018-10-08,53471,0,EN,1
10225,1,266,2018-01-17,2018-10-10,53562,0,EN,1
224,1,187,2018-03-21,2018-09-24,53593,0,EN,0
7865,0,193,2018-04-02,2018-10-12,53632,0,EN,1
818,1,168,2018-03-25,2018-09-09,53681,0,EN,1
2946,1,205,2018-03-18,2018-10-09,53812,0,EN,1
8407,0,227,2018-02-27,2018-10-12,54082,0,ES,1
2463,1,217,2018-03-08,2018-10-11,54299,0,EN,1
3696,1,256,2018-01-29,2018-10-12,54335,0,EN,1
1373,0,233,2018-01-26,2018-09-16,54479,0,FR,0
767,0,255,2018-01-16,2018-09-28,54514,0,IT,1
1970,0,223,2018-02-23,2018-10-04,54676,0,EN,1
631,0,178,2018-03-15,2018-09-09,54745,0,EN,1
2486,0,171,2018-04-24,2018-10-12,54763,0,EN,0
6742,1,188,2018-03-07,2018-09-11,54788,0,OTHER,1
5645,1,258,2018-01-08,2018-09-23,54969,0,EN,1
4446,0,277,2018-01-08,2018-10-12,55144,0,EN,1
8623,0,253,2018-01-28,2018-10-08,55418,0,EN,1
1279,0,219,2018-03-07,2018-10-12,55448,0,EN,1
3744,0,146,2018-04-07,2018-08-31,55455,0,EN,0
1563,1,205,2018-03-15,2018-10-06,55588,0,EN,1
242,1,175,2018-04-16,2018-10-08,55725,0,EN,0
1180,1,262,2018-01-22,2018-10-11,55903,0,EN,1
1417,1,250,2018-02-02,2018-10-10,56085,0,EN,0
4110,1,251,2018-02-03,2018-10-12,56203,0,EN,1
9384,0,237,2018-02-17,2018-10-12,56264,0,EN,1
4799,1,267,2018-01-18,2018-10-12,56341,0,FR,1
371,0,211,2018-03-10,2018-10-07,56896,0,EN,0
5126,1,228,2018-02-26,2018-10-12,56933,0,EN,1
1908,1,239,2018-02-09,2018-10-06,56954,0,EN,1
7467,0,242,2018-01-23,2018-09-22,57128,0,EN,1
6160,1,204,2018-03-21,2018-10-11,57144,0,EN,1
1650,0,212,2018-03-14,2018-10-12,57201,0,FR,1
677,1,252,2018-01-26,2018-10-05,57245,0,EN,0
