numeric_id_1,numeric_id_2
128123,117955
128123,149298
128123,161210
128123,103731
10728,155832
10728,142334
10728,165367
10728,129887
10728,20836
10728,15975
10728,2860
10728,58056
10728,23523
58056,142334
58056,165367
58056,82501
58056,20836
58056,15975
58056,157152
58056,2860
58056,82148
58056,66584
58056,158177
58056,46587
58056,52116
58056,32027
58056,157810
58056,151116
157152,109498
157152,142334
157152,165367
157152,96835
157152,5654
157152,11154
157152,46587
157152,157810
157152,11349
157152,127993
157152,2860
157152,32027
157152,83947
157757,145704
157757,4926
157757,91334
157757,120329
157757,117188
157757,117703
157757,90177
157757,85898
157757,112729
157757,67047
79570,59301
79570,45816
79570,84920
79570,137588
142334,52601
142334,47416
142334,141241
142334,43001
142334,78887
142334,157810
142334,39538
142334,165367
142334,98408
142334,46587
142334,2860
142334,15975
142334,52116
142334,32027
46587,121539
46587,32027
46587,157810
46587,47054
32027,155524
32027,165367
32027,15975
32027,2860
32027,43001
32027,145577
32027,45241
32027,6867
32027,157810
32027,141241
162194,82481
156581,588
156581,88166
156581,14676
156581,145577
156581,55725
79390,73464
79390,119266
79390,76736
79390,55418
79390,143299
79390,24416
115355,160853
18993,60204
18993,160640
18993,117359
18993,88486
18993,27390
153392,3670
153392,1209
153392,85736
153392,38472
153392,93748
153392,9575
153392,29032
153392,24416
153392,129161
153392,87590
153392,5262
153392,74530
153392,94550
153392,142120
153392,112729
157810,94861
74368,81186
142120,3670
142120,79204
142120,165367
142120,141686
142120,57345
142120,75254
142120,85736
142120,160310
142120,41441
142120,66584
142120,131802
142120,117359
142120,139609
142120,21161
142120,167895
142120,45228
142120,56203
142120,9575
142120,16736
142120,151116
142120,158177
6867,58288
6867,67968
6867,75121
6867,106254
6867,167309
6867,100736
6867,1780
6867,432
6867,135779
6867,95819
6867,134652
6867,20836
6867,52673
6867,5262
6867,17615
6867,96119
6867,80263
6867,24938
6867,72875
6867,52279
6867,74300
6867,5526
6867,31979
6867,127165
6867,7250
6867,45241
6867,25295
6867,39905
6867,114851
6867,12613
6867,121228
6867,52116
6867,110732
6867,32316
6867,100570
6867,127618
6867,106674
6867,15233
6867,98272
6867,136672
6867,12149
6867,126944
6867,63702
6867,24197
6867,101846
6867,131386
6867,100480
117359,112993
117359,13911
117359,105653
117359,47416
117359,7094
117359,46802
117359,44194
117359,129887
117359,2874
117359,161366
117359,85736
117359,99507
117359,56085
117359,94861
117359,167895
117359,1643
117359,52134
117359,93854
117359,160853
117359,156668
117359,57536
117359,2365
117359,102703
117359,59301
117359,156930
117359,165153
117359,150168
117359,116700
117359,168053
117359,163432
117359,27390
117359,27490
117359,77168
117359,19155
117359,26704
117359,41662
117359,52116
117359,106453
117359,95031
117359,10451
117359,82448
117359,16458
156668,149193
156668,95305
41662,1643
41662,93854
41662,27390
41662,44733
41662,153368
100516,118495
118565,165367
118565,88166
118565,39373
118565,54514
118565,49940
118565,106651
118565,62060
118565,87991
118565,16093
118565,50585
118565,32734
118565,77137
118565,122165
119266,120309
119266,157577
119266,12852
119266,73464
119266,123040
119266,165367
119266,2860
119266,29032
119266,2471
119266,46376
119266,63196
119266,93655
119266,90177
22119,156274
154499,103763
5690,124393
5690,166193
5690,136967
5690,54479
5690,2939
5690,75995
5690,85559
5690,25434
5690,50055
5690,20068
5690,89191
5690,84798
5690,123789
5690,145245
5690,119893
5690,82520
5690,50585
129155,66584
80894,47416
80894,99507
80894,109747
80894,107897
80894,28310
80894,31744
66208,67047
66208,118256
66208,28120
66208,114249
66208,6241
116264,56203
45879,141650
157910,124416
85736,45816
85736,165367
85736,2860
85736,66584
85736,93748
85736,129039
85736,19155
85736,42220
85736,117955
85736,37383
55588,13911
55588,1209
55588,78941
55588,5361
55588,130117
55588,112729
55588,71577
55588,136032
55588,159061
55588,138635
129887,63196
129887,1643
129887,150419
129887,117955
129887,160853
15975,165367
15975,24491
15975,136032
15975,80826
15975,82148
15975,79657
15975,2860
15975,63549
15975,94861
151116,142475
151116,96835
151116,127003
151116,69939
151116,43001
21161,2860
21161,144445
21161,57536
21161,120480
21161,156777
21161,81223
21161,59301
160310,113612
160310,110694
160310,9124
160310,129527
160310,117955
122876,25752
158192,113668
158192,123556
30964,64982
133770,74530
133770,5262
133770,29032
133770,9575
133770,24416
3670,17658
3670,9575
3670,74530
3670,66584
3670,24416
3670,5262
66584,112993
66584,76459
66584,28067
66584,81788
66584,74530
66584,136255
66584,5262
66584,47015
66584,107137
66584,73374
66584,37383
66584,167395
66584,131802
66584,63755
66584,41441
66584,29032
66584,160640
66584,110832
66584,24416
66584,9575
66584,87783
66584,122165
66584,28310
66584,43075
66584,164751
66584,160032
66584,88948
66584,112924
66584,129527
66584,77137
66584,132841
66584,16747
29032,13911
29032,123040
29032,74530
29032,5262
29032,117188
29032,112729
29032,77936
29032,90177
29032,24416
29032,93973
29032,63702
29032,124646
29032,132841
29032,63196
29032,9575
5262,74530
5262,24416
5262,9575
5262,160853
9575,74530
9575,110438
9575,4926
9575,132841
9575,93748
9575,33946
9575,24416
24416,73464
24416,74530
24416,150739
74530,113819
74530,17823
166378,46368
166378,37285
161364,19354
161364,160264
161364,95437
161364,108894
161364,77335
161364,34032
161364,52104
161364,40262
161364,124616
161364,136657
161364,148458
161364,144819
118101,56264
118101,10331
39855,59223
144183,94307
65957,67047
65957,58735
161366,44194
161366,106213
27307,21478
53681,77065
41351,141650
41351,79988
131150,29939
13911,56933
13911,130117
13911,2874
13911,165153
13911,117188
13911,142016
13911,142206
13911,85898
13911,94550
13911,112729
85898,22138
85898,120309
85898,123040
85898,142016
85898,97504
85898,117188
85898,117703
85898,94550
85898,112729
4926,117645
4926,112729
4926,63702
108080,66016
108080,65635
108080,100690
108080,124184
108080,22522
124184,66016
124184,41713
124184,5070
124184,108455
124184,52506
124184,97458
124184,52862
124184,22522
124184,82448
158240,108419
126761,52241
126761,24729
126761,124646
126761,150198
131802,40611
131802,57345
131802,73949
131802,55903
131802,166711
105653,156930
105653,19155
38336,127003
38336,53812
35627,89975
117188,123040
117188,142016
117188,93748
117188,10528
132841,123040
132841,48785
132841,122195
132841,71577
132841,151544
94550,1209
94550,117645
94550,38472
94550,126077
54763,65992
54763,25506
68470,158252
68470,145717
68470,12314
68470,17615
68470,46388
68470,53471
29939,9982
29939,52601
29939,43469
29939,34115
29939,138927
29939,63385
29939,42220
29939,1478
29939,28238
29939,65992
29939,39538
29939,126938
29939,164342
29939,153252
29939,122195
29939,52116
29939,77993
29939,71352
29939,100225
29939,23747
29939,56264
29939,85209
29939,106213
29939,42429
29939,80449
29939,107137
29939,78895
28238,35656
28238,120329
28238,82148
28238,164342
28238,39538
28238,128377
56264,21478
35656,9982
35656,86270
35656,23465
35656,5474
35656,153252
35656,111655
35656,39538
35656,17615
35656,78895
35656,43469
85209,9982
85209,43469
138927,9982
138927,120329
138927,43469
138927,3140
138927,164342
138927,82148
138927,52116
65992,155832
65992,156088
65992,70412
65992,106213
65992,1478
65992,120408
164342,9982
164342,82148
164342,122195
17615,9982
17615,165367
17615,70412
17615,78895
17615,2860
17615,153252
17615,78887
17615,87783
17615,112562
61299,141968
61299,114907
9982,86270
9982,71352
9982,106453
9982,123968
9982,115124
52116,43469
52116,134652
52116,48636
52116,52079
52116,123556
156088,150347
29962,73174
29962,132140
66016,143022
66016,138867
66016,5070
66016,52506
66016,18385
66016,41713
66016,144989
66016,151293
66016,65635
66016,100690
66016,103361
30649,52506
88948,108455
18385,121254
18385,108455
18385,100690
18385,124714
18385,137243
159210,75962
159210,127003
148458,101023
148458,8241
148458,11039
148458,19236
148458,35985
148458,157619
148458,123789
148458,86895
148458,143377
148458,37102
22597,160273
22597,4167
22597,69930
22597,53812
22597,158252
22597,46388
22597,4062
22597,16093
22597,119756
22597,147747
22597,132140
22597,144821
22597,58735
162974,167309
162974,114805
162974,1478
162974,48566
142206,86190
142206,165153
85364,10147
61242,118506
61242,114907
82069,144989
82069,149263
165367,10322
165367,588
165367,112993
165367,23872
165367,45816
165367,160640
165367,114734
165367,80826
165367,118546
165367,58735
165367,110935
165367,82501
165367,79657
165367,77168
165367,19155
165367,145577
165367,56896
165367,42429
165367,98408
165367,82148
165367,2860
165367,63549
165367,167395
100570,112409
100570,93002
50280,158252
50280,44194
50280,96119
50280,83947
13957,497
13957,63702
114136,141686
111655,31744
143414,42618
137810,44194
137810,30297
137810,69250
137810,161461
141224,102230
141224,86616
23872,167402
23872,92431
23872,136125
23872,2860
23872,67702
23872,124762
79235,67155
31587,85344
52279,155524
52279,86270
52279,117955
52279,100834
52279,128377
103361,108455
39538,52601
39538,43469
39538,59116
39538,141650
39538,43001
39538,48977
39538,47395
39538,106453
102490,165155
102490,13696
102490,71526
48566,114805
48566,134027
48566,130254
162960,2139
162960,31744
141650,16736
141650,55903
45816,9124
45816,149317
45816,71526
45816,57345
45816,52807
45816,97068
45816,44194
45816,84539
45816,103731
158371,88109
158371,109631
158371,29042
12329,123556
140570,112924
140570,95610
14607,141378
117955,160185
165153,4549
165153,5113
165153,88884
165153,86190
165153,99507
165153,1643
165153,156930
17324,111739
17324,142098
142098,91247
115093,110719
115093,16747
115093,27390
77137,45228
99104,112993
99104,79204
75197,55455
75197,115247
75197,63196
58735,94467
58735,69930
58735,122195
2088,110694
2088,104304
2088,135485
108455,151293
108455,41713
108455,52506
108455,5070
108455,147875
108455,22949
108455,124714
100690,151293
100690,41713
100690,121254
100690,124714
153320,21478
153320,52241
95305,82501
95305,51615
95305,42492
44760,52241
44760,23980
44760,91710
44760,150198
114948,13421
114948,159540
114948,112367
114948,148844
114948,94861
114948,111971
114948,46453
114948,5526
114948,28310
114948,45369
114948,31744
114948,10451
114948,73898
114948,34034
114948,95636
114948,31779
114948,149517
114948,81959
114948,36492
114948,87783
91710,52241
90940,161262
90940,139609
90940,34034
116170,57128
116170,93002
5526,100736
5526,47416
5526,94861
5526,24938
5526,12865
5526,120473
5526,31779
5526,150198
5526,31744
5526,165829
5526,10451
96877,94861
96877,87991
24938,31744
24938,28310
24938,93002
159540,13978
150198,47416
150198,52241
150198,28310
150198,31744
31744,100736
31744,47416
31744,112367
31744,19434
31744,12865
31744,112562
31744,120473
31744,18649
31744,31979
31744,13978
31744,31756
31744,28310
31744,149517
31744,93002
31744,10451
52241,134652
95636,13421
95636,72718
95636,134572
81959,93002
47416,166193
47416,140494
47416,19434
47416,93002
47416,111971
47416,18649
47416,86197
47416,33382
47416,66950
112367,31979
31756,147512
31756,49204
53632,127003
53632,167895
53632,27390
23980,106254
23980,53471
94861,2860
94861,25295
28310,120473
28310,136182
28310,127000
28310,93002
10451,80637
10451,93002
87074,84706
124616,76354
144665,119756
12919,132837
12919,90466
12919,18182
12919,72159
12919,168053
12919,60516
12919,84920
54676,78887
54676,15233
54676,120408
121415,47171
121415,29444
69242,48977
78887,71352
78887,93973
155832,120408
155832,43469
155832,52601
155832,78895
155832,15233
120329,10322
120329,167647
120329,120408
120329,82148
129039,2860
110719,99507
88683,86197
88683,87991
109631,73949
109631,99507
115773,120796
118546,82501
118546,2860
2860,588
2860,82501
2860,98408
2860,77168
2860,114734
2860,80826
2860,110935
2860,56896
2860,82148
2860,79657
2860,63549
2860,145577
2860,32734
145577,113819
145577,82501
145577,27390
145577,56896
109498,138527
109498,16747
138527,20836
138527,17658
138527,114885
138527,11349
138527,18960
16747,147512
16747,56954
16747,91073
16747,87590
16747,137110
16747,168053
16747,42254
16747,160032
16747,74864
24729,133387
24729,43521
1152,125578
11337,138539
116239,6241
13371,2132
123490,114238
3617,131325
42429,161335
42429,81788
42429,19155
42429,92431
23747,106453
81788,50207
81788,42220
137588,57536
137588,106213
137588,73049
50207,50857
50207,155904
50207,108361
50207,42220
161461,30297
161461,754
82565,25752
82565,135455
138867,160343
166175,106254
166175,79838
166175,51458
166175,138635
166175,6809
166175,160853
12425,159229
85175,161004
106674,80492
106674,52079
106674,154765
18058,73464
135455,25752
135455,73464
135455,38472
135455,124646
129513,46980
81223,137243
10322,87783
10322,167647
10322,108419
87783,53812
87783,60204
87783,88486
167647,77168
167647,155904
108419,106673
108419,165908
108419,20837
30312,10722
162499,122195
82448,167895
82448,1643
82448,138635
57605,148481
25762,48219
23465,112562
23465,22408
23465,123556
43932,37793
43932,82148
43932,71983
11154,69930
11154,89974
11154,46368
147278,106213
147278,57536
147278,119756
147278,3344
165644,163486
52506,5070
24206,5081
110694,127242
110694,112993
110694,93748
110694,124762
112114,156274
112114,80826
97504,112729
112729,1209
112729,44194
112729,133387
112729,47065
112729,90177
112729,69473
153893,84294
55725,26219
55725,39373
55725,87991
157723,29937
157723,53812
157723,161155
157723,145717
157723,148844
157723,39413
157723,30822
157723,159061
157723,160062
157723,27013
8018,114447
102230,130732
102230,132524
129430,148844
43001,82501
43001,66950
43001,82148
43001,141241
4167,57341
4167,55418
141241,158177
38472,136032
38472,130117
38472,90177
84920,72159
99507,19155
99507,39330
25741,44733
155904,57345
155904,9124
155904,51615
119685,156777
119685,119812
119101,94601
123789,30266
123789,57722
123789,163696
149916,26219
83947,158252
83947,96119
83947,25506
83947,11349
83947,31638
124762,2210
124762,57345
124762,67702
124762,134027
124762,93748
65635,151293
70537,18047
27390,163074
27390,6907
27390,134652
27390,39036
27390,52134
27390,63755
27390,135630
27390,86616
27390,19155
27390,136824
24166,112007
28488,118593
28488,149721
54969,149721
10528,147373
10528,95711
98492,4279
122195,148844
122195,126077
122195,122240
122195,82148
123875,74300
68692,75949
65705,142475
142475,30822
142475,144821
57345,112993
57345,159034
57345,8717
57345,123556
57345,65894
57345,73374
57345,164751
57345,129527
57345,72855
57345,48219
78941,106254
78941,106454
53562,61630
53562,157295
53562,122165
53562,136750
53562,81318
37383,120309
37383,157577
43469,153252
43469,1478
164042,11172
164042,122634
164042,151272
167895,7094
167895,2874
167895,1643
129527,64688
129527,67702
129527,109747
12230,70670
71577,123040
71577,77936
161262,157577
161262,31638
161262,11679
43521,133387
43521,156930
58347,69930
58347,4941
43670,40437
43670,47744
43670,136950
43670,160869
43670,136750
43670,130271
154677,55455
154677,159034
154677,163291
154677,165713
154677,25506
154677,55418
154677,153221
154677,138311
154677,34665
154677,41520
154677,150739
154677,23571
38594,19155
17658,117017
17658,145717
17658,53593
17658,46388
17658,25506
17658,76029
17658,46309
17658,144821
64688,149126
64688,163791
124416,55418
47054,156274
69834,28370
86895,47623
160442,116429
160442,120408
10711,5181
149721,57245
149721,145099
149721,165499
149721,118593
149721,54788
102837,96119
102837,126077
47918,160185
47918,29042
47918,120480
47918,52079
105415,63385
132390,54082
132390,67047
53091,53271
87590,56954
87590,12409
87590,137110
87590,22408
87590,43075
61191,136657
61191,165680
161155,53471
161155,13546
161155,145717
161155,126077
46368,53593
46368,4062
46368,136657
117017,16093
27982,70127
93002,13421
93002,59827
93002,112562
93002,15573
93002,45369
37793,71983
37793,82148
82148,80826
131696,51880
131696,160363
52601,67098
52601,62333
52601,153252
82481,134652
82481,102703
82481,43075
82481,165617
31979,78830
31979,35695
57201,129842
144499,73080
144499,74953
165680,18960
165680,121177
50585,45721
50585,87991
74864,22408
74864,43075
74864,42254
63549,46453
87991,14676
87991,167807
87991,67645
87991,49940
87991,159548
87991,17607
64278,13303
128377,49758
75254,4463
75254,135616
75254,141962
34483,110935
46388,158252
46388,145717
46388,126077
46388,53593
46388,102224
46388,145500
46388,31638
25295,20836
25295,124646
139076,160640
123968,159226
79657,97068
79657,63196
79657,168053
79657,59301
61263,3002
44438,130540
44438,37102
124715,69250
78830,124237
70492,65556
46498,143425
90066,123556
160273,106254
160273,114521
106254,160185
106254,57536
106254,114521
114521,69930
15233,12409
31638,25837
31638,96119
31638,19155
31638,145500
120480,160185
136125,92431
136125,167402
136125,67702
136125,93748
45369,120473
45369,3648
19434,76125
7250,95610
7250,162942
47015,44733
140494,60204
140494,116774
140494,35487
112993,42492
112993,164751
112993,137961
112993,71516
112993,19155
112993,66550
112993,93748
112993,80330
112993,122364
99505,120794
115325,141042
80449,512
80449,125830
106651,12121
5139,106701
5139,84934
5139,4500
22059,151371
22059,19002
59301,77285
147558,129005
147558,158424
114907,141028
114907,58189
127000,147076
51458,82867
149193,96242
149193,77989
149193,19181
145265,61483
98052,7759
121539,84138
121539,59043
121539,36738
121539,18960
159034,42492
159034,163291
159034,150739
159034,165713
159034,34665
35487,67047
35487,107310
35487,151425
35487,134027
35487,37787
35487,160640
35487,168049
55418,136255
55418,135630
55418,143425
55418,25506
55418,81318
150053,21107
93973,48977
93973,154565
57536,137969
57536,164434
57536,93748
57536,167036
57536,168049
93854,51915
93854,75962
93854,63196
93854,44733
160853,165155
160853,1643
111356,126077
56954,22408
56954,43075
56954,123556
56954,42254
56954,11980
56954,12409
93500,13631
139679,33724
164553,54788
59205,66626
36908,66626
73374,164751
84138,59043
59043,36738
59043,29042
168053,127003
168053,17400
168053,85114
168053,102703
168053,156930
168053,124646
168053,87296
147076,82867
57245,118593
118890,71415
123641,145264
19155,96242
19155,116774
19155,127134
19155,42220
19155,136672
19155,145500
19155,160640
134652,75121
134652,21777
134652,45241
134652,102419
134652,128735
62039,12154
165319,69931
63196,6907
63196,70412
63196,51915
63196,126938
63196,119756
63196,124646
96835,38619
11980,125181
11980,34884
11980,47744
11980,130271
145717,144821
14707,11172
160640,20836
160640,120473
160640,116774
160640,122364
160640,60204
160640,88486
85114,163291
85114,34665
85114,156930
134027,107310
134027,120477
134027,103731
100480,12888
118224,81525
130732,112412
65574,81764
65574,37161
40013,38965
40013,48373
40013,159229
40013,8046
114447,103294
42492,144055
123189,125259
19236,143377
122165,47539
122165,61630
122165,34762
13546,53812
13546,167803
13546,126077
13546,53471
160363,51880
120309,117645
120309,93655
120309,23664
120309,142805
93655,167803
166711,148481
42220,116774
44813,75534
112887,88486
118593,42059
149126,128360
53593,17400
53593,126077
53593,166241
53593,4941
148844,29937
148844,53812
148844,167803
148844,127618
163291,34665
163291,41520
89257,5474
2267,23125
143425,93860
143425,135630
91073,147747
76733,54479
21443,82496
21443,120421
82496,120421
82496,115183
62941,35454
158252,11349
18960,71526
56085,37096
159061,52673
159061,126077
159061,53471
145500,96119
127618,149170
127618,52862
127618,126077
127618,167803
127618,147747
127618,144592
127618,160062
127618,144821
126077,167803
126077,166241
167803,144592
167803,144821
4707,5860
4707,8348
166241,88101
96119,130329
144592,53812
144592,16637
84543,154565
141962,15320
156274,81764
156274,80826
133835,133359
127541,157806
65914,49739
65914,43075
11349,31141
11349,137961
22949,41713
22408,12409
22408,42254
22408,43075
22408,123556
12409,43075
12409,11039
41441,17400
123556,80404
123556,37096
123556,139111
69930,94467
69930,53471
69930,16093
69930,144821
77285,12314
120477,44733
141028,141686
125898,113908
122777,58489
153798,154765
108361,88486
107310,67702
89038,59108
37161,133832
